Brand Name,Only:Accessory/Outerwear/Swimwear/Formalwear/Showroom,Boys,Girls,Address,Website,Logo Link (PNG),Origination Date,Blurb,Organic Y/M/N,Made in the USA Y/N,Low Size,High Size,Twitter,Insta,Facebook,Pinterest,Price Level (1-5),Pop,Techno/Funk,Indie,Hip Hop,Jazz,Lullaby,Jock Jams,Still in Business?,Internal ,Point of Contact,Contact Info
Another Fox,No,Yes,Yes,,https://www.anotherfox.com/,,,"Another Fox is a contemporary British clothing brand for babies & kids offering a collection of abstract prints & fashion basics. The brand steps away from conventional stereotypical kidswear, giving parents the opportunity to choose cool over cute.",No,No,Newborn,6 Year,cannot find,https://www.instagram.com/another.fox/,https://www.facebook.com/anotherfoxstore/,cannot find,$$,Yes,Yes,No,Yes,No,No,No,Yes,,,
antebies,,Yes,Yes,,https://www.antebies.com/hello.html,,,"Share a heart, Share a Smile",Yes,No,Newborn,12 Year,#N/A,https://www.instagram.com/antebies/,https://www.facebook.com/antebies,#N/A,$$,Yes,Yes,Yes,No,No,Yes,No,Yes,,,
Anthem of the ants,,No,Yes,"719 S Los Angeles Street #804 Los Angeles, CA 90014",https://anthemoftheants.com/,,2009,Dance to your own beat.  Sing your own song. March to your own Anthem.,Maybe,No,3 Month,12 Year,cannot find,https://www.instagram.com/anthemoftheants/,https://www.facebook.com/AnthemOfTheAnts,https://www.pinterest.com/anthemoftheants/,$$$$,Yes,No,No,No,Yes,No,No,Yes,,,
Antik Batik,,No,No,Antik Batik - Eshop - 8 rue du Foin - 75003 Paris,https://www.antikbatik.com/en_us/,,1992,,,,,,cannot find,https://www.instagram.com/p/BchDAMUFlMu/?taken-by=antikbatik_paris,https://www.facebook.com/antikbatikofficiel/,https://pinterest.com/Geracelle/antik-batik/,,,,,,,,,,,,
Antoinette Paris</div>,No,No,No,,https://www.antoinettepoisson.com/en/,,,,,,,,https://twitter.com/apdominote,https://instagram.com/antoinettepoisson/,https://www.facebook.com/antoinettepoissonsarl,https://www.pinterest.com/a3li/antoinette-poisson/,,,,,,,,,,,,
Appaman,,Yes,Yes,"307 7th Ave. Suite 907 New York, NY 10001",https://www.appaman.com/,,2003,"Give your kid some street cred, wear Appaman.",No,No,3 Month,12 Year,https://twitter.com/Appaman,http://instagram.com/appaman,https://www.facebook.com/AppamanKids,http://www.pinterest.com/appaman/,$$,Yes,Yes,No,No,Yes,No,No,Yes,,,
Apple Park,,Yes,Yes,"SAN FRANCISCO, CA",http://www.applepark.com/,,2009,"Apple Park's mission is to create unique, lovable and stimulating toys from organic, sustainable and recycled materials.",Maybe,No,,,https://twitter.com/appleparkkids,https://instagram.com/appleparkkids,https://www.facebook.com/AppleParkKids,https://www.pinterest.com/appleparkkids,$$,No,No,Yes,No,No,Yes,No,Yes,,,
Apres Les Petites</div>,Yes,,,,https://apreslespetites.weeones.com/,,1978,,,,,,http://twitter.com/WeeOnes,https://instagram.com/weeonesbows/,https://www.facebook.com/weeonesbows,http://pinterest.com/weeones4hair/,,,,,,,,,,,,
Aprils Bloom,,,Yes,nj,https://aprilsbloom.com/,,2016,Natural & Organic Children's Clothing. Ethically made with love.,Yes,Yes,6 Month,6 Year,https://twitter.com/aprilsbloomshop,https://www.instagram.com/aprils.bloom/,https://www.facebook.com/aprilsbloomshop/,https://www.pinterest.com/aprilsbloom/,$$,Yes,No,Yes,No,Yes,No,No,Yes,,,
apunktchen,,Yes,Yes,"Anette Grundmann Albertusstrasse 3 50667 Cologne, Germany",https://apunktchen.myshopify.com/,,2006,,No,No,Newborn,10 Year,https://twitter.com/shopify,cannot find,http://www.facebook.com/apunktchenCologne,cannot find,$$$,Yes,No,No,No,Yes,No,No,Yes,,,
Aqua Blu</div>,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Aquarium Kidz,,Yes,Yes,"1816 Wingfield drive, Longwood, Florida, USA 32779",http://aquariumkidz.com/,,,"swim deep, dream big, stay super duper cool",Yes,No,Newborn,9 Year,cannot find,http://instagram.com/,https://www.facebook.com/aquariumkidz,https://www.pinterest.com/aquariumkidz,$$$,Yes,Yes,Yes,No,No,No,No,Yes,,,
Arassic,No,No,Yes,,,,,Arassic Kids was established in 2017 as a children’s brand offering high quality and comfort for girls aged from 2 years up to 16 years old. Each piece is made in Arassic Studio and brings beauty to life. We believe that every girl is a princess in her own little fairytale and Arassic Kids will make your princesses shine in their castle.,,,2 Year,Adult,,,,,,,,,,,,,,,,
Arautorap (Shoes),Yes,,,,http://www.arautorap.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Aravore,,Yes,Yes,,https://www.aravore.com/,,2005,It is our mission to offer products of the highest quality that can be passed on when your child has outgrown them.,Maybe,No,Newborn,8 Year,cannot find,https://instagram.com/aravore_london,cannot find,cannot find,$$$$,Yes,No,Yes,No,Yes,No,No,Yes,,,
Archimede,,Yes,Yes,Avenue Zénobe Grammelaan 21 1480 Saintes / Sint Renelde Belgique / België,https://www.archimede.be/en_/?___from_store=en_,,1989,"quality, sophistication, kindness and simplicity",No,No,3 Month,12 Year,cannot find,https://www.instagram.com/archimede_beachwear/,https://www.facebook.com/lovearchimede/,https://fr.pinterest.com/Archimedebeach/,$$$,Yes,No,No,No,No,No,Yes,Yes,,,
Area Kids,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Aristocrat Kids,,No,Yes,,https://aristocratkids.com/,,2008,,No,No,2 Year,12 Year,cannot find,https://www.instagram.com/aristocratkids/,https://www.facebook.com/aristocratkidsofficial/,https://www.pinterest.com/aristocratkids/,,Yes,No,No,No,Yes,No,No,Yes,,,
arkakama,,Yes,Yes,,http://arkakama.net/aboutus/index.html,,2014,"In a motto with unisex clothes, we try to create clothes with designs and colors which can suit both boys and girls.",No,No,,,cannot find,https://www.instagram.com/arkakama/,https://www.facebook.com/arkakama/,cannot find,,Yes,No,No,No,No,No,No,Yes,,,
Armani Junior,,Yes,Yes,,https://www.armani.com/wx/armanicom/unisex/emporio-armani/kids_section,,1975,"Elegance is not about being noticed, it’s about being remembered",No,No,Newborn,Adult,#N/A,#N/A,#N/A,#N/A,,Yes,Yes,No,No,Yes,No,No,Yes,,,
Armor Lux,,Yes,Yes,21-23 rue Louison Bobet ZI de Kerdroniou Ouest 29556 QUIMPER Cedex 9,https://www.armorlux.com/en/,,1997,,No,No,3 Month,Adult,https://twitter.com/armor_lux,https://www.instagram.com/armorluxofficiel/,https://www.facebook.com/armorlux,cannot find,$$$,Yes,No,No,No,Yes,Yes,No,Yes,,,
Art & Eden,,Yes,Yes,"260 West, 39th street, 10th Floor New York, N.Y, 10018",https://www.artandeden.com/,,,"one step, one product and one community at a time",Yes,No,3 Month,10 Year,https://twitter.com/artandeden,https://www.instagram.com/artandeden,https://www.facebook.com/artandedenofficial/,https://www.pinterest.com/arteden0274,$$,Yes,Yes,Yes,No,No,No,No,Yes,,,
Artie Kids,,Yes,Yes,Moscow,https://www.artie-kids.com/,,,artie values comfort and quality. artie is trendy and creative.,Yes,No,Newborn,12 Year,cannot find,https://www.instagram.com/artie.kids.artie/,https://www.facebook.com/artiekidsartie/,cannot find,$,Yes,Yes,Yes,No,No,Yes,No,Yes,,,
Artimus London,Yes,,,london,http://artimuslondon.com/,,,,,,,,https://twitter.com/ArtimusLondon,cannot find,https://www.facebook.com/pages/Artimus-London/377379669031425,cannot find,,,,,,,,,,,,
ArtWalk,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
ASH,Yes,No,No,,http://www.ashusa.com/,,,,,,,,http://twitter.com/Ash_Worldwide,https://www.instagram.com/ash/?hl=en,https://www.facebook.com/Ash-Worldwide-143943848956511/?view_public_for=143943848956511,cannot find,,,,,,,,,,,,
Ashley Rose,,Yes,Yes,,https://www.ashleyroseclothing.com/,,,"Handmade, vintage-inspired children's clothing",No,Yes,Newborn,6 Year,cannot find,https://www.instagram.com/ashleyroseclothing/,https://www.facebook.com/ashleyroseclothing/,cannot find,$$,No,Yes,No,No,Yes,No,No,Yes,,,
Aster Shoes,Yes,Yes,Yes,,,,1913,,No,Yes,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Aston Martin Boy,,Yes,No,,http://www.astonmartin.com/en/shop/clothing/childrens,,,,No,No,3 Year,9 Year,cannot find,cannot find,cannot find,cannot find,$$,No,Yes,No,No,No,No,Yes,Yes,,,
Atelier Barn,,,,,http://atelierbarn.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Atelier Child,,Yes,Yes,,https://www.atelierchild.com/,,2014,We are changing the way you buy luxury for children.,No,No,Newborn,7 Year,cannot find,https://instagram.com/atelierchild,https://facebook.com/atelierchild,https://pinterest.com/atelierchild,$$$,Yes,Yes,No,No,No,Yes,No,Yes,,,
atelier choux,Yes,,,,https://atelierchoux.com/en/,,,Atelier Choux offers elegant and functional essentials for discerning parents.,Yes,No,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Atelier Djm,,Yes,Yes,,https://www.facebook.com/atelierdjm,,2011,"Handmade, natural materials with care and love.",,,,,cannot find,cannot find,https://www.facebook.com/,cannot find,$$,No,No,No,No,Yes,No,No,Yes,,,
Atlanta Mocassin,Yes,,,"Porto, Portugal",https://atlantamocassin.com/,,1987,,,,,,cannot find,https://instagram.com/atlantamocassin,https://www.facebook.com/AtlantaMocassins/,cannot find,,,,,,,,,,,,
Atsuyo Et Akiko,,Yes,Yes,"63 FLUSHiNG AVE Brooklyn, New York",https://www.atelieratsuyoetakiko.com/,,2007,Made with ❤︎ in the USA,No,No,3 Month,10 Year,https://twitter.com/ATSUYO_ET_AKiKO,http://instagram.com/atsuyoetakiko,http://www.facebook.com/pages/ATSUYO-ET-AKiKO/401117492628,https://www.pinterest.com/atsuyoetakiko/,$$$$$,No,Yes,No,No,No,No,No,Yes,,,
Attic,,Yes,Yes,,https://www.attic-textiles.co.uk/,,2010,"Hand crafted soft toys, baby hats and shoes made from the highest quality natural materials.",Maybe,No,1 Year,4 Year,https://twitter.com/attictextiles,https://www.instagram.com/attic_textiles/?hl=en,https://www.facebook.com/Attic-Textiles-Ltd-118240955039928/,https://uk.pinterest.com/mei_hanjianmei/,$$$,Yes,No,No,No,No,No,No,Yes,,,
Autumn Cashmere,,Yes,Yes,"231 West 39th Street, Suite 1111 New York, NY 10018",https://www.autumncashmere.com/,,1993,"first class quality, superior craftsmanship and evolving designs",No,No,2 Year,14 Year,#N/A,#N/A,#N/A,#N/A,$$$$$,No,Yes,No,No,Yes,No,No,Yes,,,
Aviator Nation,,Yes,Yes,,https://www.aviatornation.com/,,2006,,No,No,3 Month,12 Year,cannot find,cannot find,cannot find,cannot find,$$$$,Yes,Yes,No,No,No,No,No,Yes,,,
Aya Naya,No,Yes,Yes,,,,2007,,No,No,3 Year,12 Year,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Aygey,,Yes,Yes,,https://www.instagram.com/aygey_official/,,,Contemporary Cool • Kidswear Collection Comfy • Fun • Cute Italian Style,No,No,3 Month,Adult,cannot find,https://www.instagram.com/aygey_official/,https://www.facebook.com/Aygey/,cannot find,,Yes,Yes,No,No,Yes,No,No,Yes,,,
Aymara,,Yes,Yes,,http://www.aymara.be/about.html,,2007,Authentic and sustainable knitwear,No,No,,,cannot find,https://www.instagram.com/aymara_belgium,https://nl-nl.facebook.com/aymara.be,cannot find,,Yes,No,No,No,Yes,No,No,Yes,,,
Azul Swimwear</div>,No,Yes,Yes,,http://www.azulkids.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
B Box (Bibs),Yes,,,"Unit 5/677 Springvale Rd  Mulgrave, VIC, 3170 ",https://bbox.com.au/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
B nature,,Yes,Yes,,https://bnatureorganic.com/,,2007,"B nature is all about protecting what is most precious to us: Our loved ones, our communities locally and globally, and our environment.",Yes,No,Newborn,6 Month,http://www.twitter.com/bnature,cannot find,http://www.facebook.com/pages/B-nature/6405114325?fref=ts,http://pinterest.com/bnatureorganic/,$,Yes,No,No,No,No,No,No,Yes,,,
B. Nosy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b&h</div>,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Ba Ba Bling Kids,,Yes,Yes,,https://babablingbaby.com/,,,Comfort . Style . Empower. Building confidence through clothing. Positive affirmations stitched on every piece.,No,Yes,Newborn,10 Year,cannot find,https://instagram.com/BaBaBlingKIDS,http://www.facebook.com/BaBaBlingKIDS,http://www.pinterest.com/BaBaBlingKIDS,,Yes,No,No,No,Yes,No,No,Yes,,,
Babe and Tess,,,,,http://www.babeandtess.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Babesta Thread,,,,,http://www.babesta.com/,,,,,,,,http://twitter.com/babesta,cannot find,http://www.facebook.com/babesta,http://pinterest.com/babesta/,,,,,,,,,,,,
Babiators</div>,,,,,https://babiators.com/pages/store,,,,,,,,https://twitter.com/babiators,https://www.instagram.com/babiators/,https://www.facebook.com/babiators,https://in.pinterest.com/babiators/,,,,,,,,,,,,
Babidu,,Yes,Yes,,http://www.babidu.es/en/,,,,No,No,Newborn,2 Year,,https://www.instagram.com/babidu_esp/,https://www.facebook.com/Babiduspain/,,,,,,,,,,,,,
Babou,,Yes,Yes,80025 63801 COURNON D'AUVERGNE,http://www.babou.fr/,,,chic and cheap,No,No,Newborn,Adult,cannot find,cannot find,cannot find,cannot find,$,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,
Babrara Farber,,No,Yes,,https://www.facebook.com/Barbara-Farber-1523003804625984/,,,a complete line for small yet classy ladies,No,No,2 Year,12 Year,cannot find,cannot find,https://www.facebook.com/,cannot find,,,,,,,,,,,,
Baby,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Baby & Cie,Yes,,,,http://babycie.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Baby Alpaga,,Yes,Yes,,http://www.baby-alpaga.com/en/,,,Baby Alpaga is beautiful birth gifts!,No,No,Newborn,6 Year,cannot find,https://www.instagram.com/babyalpaga,https://www.facebook.com/babyalpaga,http://pinterest.com/thebabyalpaga/,$$$,No,No,No,No,No,Yes,No,Yes,,,
baby banana,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Baby Couture,,Yes,Yes,"Haryana, India",http://www.babycouture.in/,,,"Nurture with love, pamper with care, Wrap the baby in a comfort layer!",No,No,Newborn,6 Month,https://twitter.com/BabyCouture_in,https://instagram.com/babycoutureindia/,https://www.facebook.com/babycoutureindia,https://www.pinterest.com/BabyCoutureIn/,$,Yes,Yes,No,No,Yes,No,No,Yes,,,
Baby CZ,,Yes,Yes,"New York, NY USA",https://www.babycz.com/,,2002,"simple designs that are beautifully made, serving both mother and child with luxury and function",No,No,Newborn,14 Year,https://twitter.com/baby_cz,https://www.instagram.com/babycznyc/,https://www.facebook.com/BabyCZ.by.CarolinaZapf/,https://www.pinterest.com/babycz/,$$$,Yes,No,No,No,Yes,No,No,Yes,,,
Baby Deedee,,Yes,Yes,"168A Irving Ave Port Chester, New York",https://www.babydeedee.com/,,,,No,No,Newborn,3 Year,https://twitter.com/babydeedeesleep,https://www.instagram.com/baby_deedee/,https://www.facebook.com/babydeedeesleep/,cannot find,$$,No,No,No,No,No,Yes,No,Yes,,,
Baby Deer,,,,,http://baby-deer.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Baby Dior,,Yes,Yes,,https://www.dior.com/couture/en_us/childrens-fashion,,1967,,No,No,Newborn,Adult,https://twitter.com/,https://www.instagram.com/dior,https://www.facebook.com/Dior,cannot find,,Yes,No,No,No,Yes,Yes,No,Yes,,,
baby elephant ears,Yes,,,"915 Main Street South Cambridge, MN 55008",http://babyelephantears.com/,,2008,,No,No,Newborn,,https://twitter.com/babyelephantear,https://www.instagram.com/babyelephantears/,https://www.facebook.com/babyelephantears,http://www.pinterest.com/babyelephantear/,,Yes,No,No,No,Yes,Yes,No,Yes,,,
Baby Gi,,Yes,Yes,PORTUGAL,http://www.babygi.pt/,,,,,,,,cannot find,https://www.instagram.com/babygi_newborn/,https://www.facebook.com/babygi.newborn/,cannot find,,,,,,,,,,,,
Baby Graziella,,Yes,Yes,60022 Castelfidardo (AN) Italy,http://www.babygraziella.it/,,1968,to Dress Childrens with Style.,No,No,Newborn,12 Year,cannot find,cannot find,cannot find,cannot find,$$$,No,No,No,No,Yes,No,No,Yes,,,
Baby in Bloom,Yes,,,"1948 Via Centre Vista, California",http://www.babies-in-bloom.com/,,1999,,,,,,http://www.twitter.com/babiesinbloom,http://instagram.com/Babies_in_Bloom,http://www.facebook.com/babiesinbloom,http://www.pinterest.com/babiesinbloom,,,,,,,,,,,,
baby jives & co,Yes,,,,https://www.babyjives.com/,,2010,,,,,,http://twitter.com/BabyJives,http://instagram.com/babyjives,http://www.facebook.com/babyjives,http://www.pinterest.com/babyjives/,,,,,,,,,,,,
Baby Lulu,,Yes,Yes,,http://www.babylulu.com/,,,,No,No,3 Month,4 Year,#N/A,#N/A,https://www.facebook.com/babyluluclothes,#N/A,$$,Yes,Yes,No,No,No,No,No,Yes,,,
Baby Nay,,Yes,Yes,"2863 East 11th Street Los Angeles, CA 90023",http://www.nayetal.com/,,1996,"fashion for baby + kids comprised of sweet silhouettes, unexpected color palettes, with signature embellishments upon the softest luxury fabrics",No,No,,,#N/A,#N/A,#N/A,#N/A,,Yes,Yes,No,No,Yes,Yes,No,Yes,,,
Baby Noomie,,Yes,Yes,"1000 W PEMBROKE RD STE 319 HALLANDALE BEACH, FL 33009",https://babynoomie.com/,,,"we made products to simplify your lives without sacrificing quality, durability, and of course the modern touch.",No,No,Newborn,4 Year,#N/A,#N/A,#N/A,#N/A,$$,Yes,Yes,No,No,No,Yes,No,Yes,,,
Baby On The Go</div>,Yes,,,,http://www.babysonthego.com/,,,,,,,,cannot find,cannot find,cannot find,cannot find,,,,,,,,,,,,
Baby Play,,Yes,Yes,,http://www.babyplay.london/,,2014,,No,No,Newborn,2 Year,cannot find,cannot find,cannot find,cannot find,$$,Yes,No,No,No,No,Yes,No,Yes,,,
Baby Sara,,,,"Zmaj Jovina 18. Novi Sad, Serbia",https://www.facebook.com/pg/babysara63/about/?ref=page_internal,,2001,"kindness, complete assortment and love for babies",No,No,,,cannot find,cannot find,https://www.facebook.com/,cannot find,,,,,,,,,Yes,,,
Baby Star,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,
Baby Steps</div>,,Yes,Yes,,https://bsteps.com/,,1983,Our goal is to serve mothers from the time their baby is born.,No,No,3 Month,7 Year,cannot find,https://instagram.com/babysteps_mishmish,https://www.facebook.com/Baby-Steps-Pajamas-Baby-Clothing-211083452264555/,cannot find,$$,Yes,Yes,No,No,No,Yes,No,Yes,,,
Baby Threads,,Yes,Yes,"Deerfield Beach, Florida",https://www.littlethreadsinc.com/,,2006,"offers sweet, sophisticated, European inspired clothing",No,No,3 Month,12 Year,https://twitter.com/MarcoAndLizzy,http://www.instagram.com/marcoandlizzy,http://www.facebook.com/marcoandlizzy,cannot find,$$,Yes,Yes,No,No,Yes,Yes,No,Yes,,,
Baby Version Rock,,,,,https://www.facebook.com/BABY-VERSION-ROCK-127626058030/,,,,,,,,cannot find,cannot find,https://www.facebook.com/,cannot find,,,,,,,,,,,,
baby&taylor,,Yes,Yes,,https://www.facebook.com/babyandtaylor/,,1978,,No,No,Newborn,8 Year,cannot find,cannot find,https://www.facebook.com/,cannot find,$$$$,Yes,No,No,No,Yes,No,No,Yes,,,
babybling,Yes,,,,https://www.babyblingbows.com/,,2005,,No,Yes,,,cannot find,http://instagram.com/babybling/,https://www.facebook.com/pages/Baby-Bling-Bows/54956972433,http://www.pinterest.com/source/babyblingbows.com/,,,,,,,,,,,,
Babybotte,Yes,,,,https://www.babybotte.fr/fr/,,1949,,,,,,cannot find,https://www.instagram.com/babybotte_officiel/,https://www.facebook.com/babybotte/,cannot find,,,,,,,,,,,,
babycottons,,Yes,Yes,"309 NE 61st Street Miami, FL 33137",https://www.babycottons.com/,,1999,we care about providing our customers with the highest quality apparel and accessories in order to preserve the baby's bond with the surrounding environment.,No,No,Newborn,8 Year,http://www.twitter.com/babycottons,https://www.instagram.com/babycottonsus/?hl=en,https://www.facebook.com/USbabycottons,http://pinterest.com/source/babycottons.com/,$$,Yes,No,No,No,Yes,Yes,No,Yes,,,
Babyface</div>,,Yes,Yes,,http://www.babyface.nl/en/,,,"Eye-catching clothing for babies up to toddlers, that offers a great price/quality ratio and distinctive design",No,No,Newborn,8 Year,cannot find,https://www.instagram.com/babyface_news/,https://www.facebook.com/Babyfacenews/,https://nl.pinterest.com/babyfacenews/,$$,Yes,Yes,No,No,Yes,No,No,Yes,,,
BabyLegs,,Yes,Yes,,https://www.babylegs.com/,,2005,Protect What You Love,Maybe,No,Newborn,14 Year,https://assets.babylegs.com/media/wysiwyg/homepage/social/twitter.png,https://assets.babylegs.com/media/wysiwyg/homepage/social/instagram.png,https://assets.babylegs.com/media/wysiwyg/homepage/social/facebook.png,https://assets.babylegs.com/media/wysiwyg/homepage/social/pinterest.png,$$,Yes,Yes,No,No,No,Yes,No,Yes,,,
Babysoy,,Yes,Yes,,https://www.babysoyusa.com/,,2005,"Babysoy is conscientious, sustainable and green by using leftover pulp from tofu, soymilk and other soy products as raw material.",Yes,No,Newborn,4 Year,cannot find,https://www.instagram.com/babysoyinc/,https://www.facebook.com/babysoyusa,cannot find,$$,Yes,No,Yes,No,No,Yes,No,Yes,,,
